"City","Date","schoolhols","school.hols"
"656","Sydney",2004-03-22,"0","0"
"657","Adelaide",2004-03-23,"0","0"
"658","Brisbane",2004-03-23,"0","0"
"659","Canberra",2004-03-23,"0","0"
"660","Darwin",2004-03-23,"0","0"
"661","Hobart",2004-03-23,"0","0"
"662","Melbourne",2004-03-23,"0","0"
"663","Perth",2004-03-23,"0","0"
"664","Sydney",2004-03-23,"0","0"
"665","Adelaide",2004-03-24,"0","0"
"666","Brisbane",2004-03-24,"0","0"
"667","Canberra",2004-03-24,"0","0"
"668","Darwin",2004-03-24,"0","0"
"669","Hobart",2004-03-24,"0","0"
"670","Melbourne",2004-03-24,"0","0"
"671","Perth",2004-03-24,"0","0"
"672","Sydney",2004-03-24,"0","0"
"673","Adelaide",2004-03-25,"0","0"
"674","Brisbane",2004-03-25,"0","0"
"675","Canberra",2004-03-25,"0","0"
"676","Darwin",2004-03-25,"0","0"
"677","Hobart",2004-03-25,"0","0"
"678","Melbourne",2004-03-25,"0","0"
"679","Perth",2004-03-25,"0","0"
"680","Sydney",2004-03-25,"0","0"
"681","Adelaide",2004-03-26,"0","0"
"682","Brisbane",2004-03-26,"0","0"
"683","Canberra",2004-03-26,"0","0"
"684","Darwin",2004-03-26,"0","0"
"685","Hobart",2004-03-26,"0","0"
"686","Melbourne",2004-03-26,"0","0"
"687","Perth",2004-03-26,"0","0"
"688","Sydney",2004-03-26,"0","0"
"689","Adelaide",2004-03-27,"0","0"
"690","Brisbane",2004-03-27,"0","0"
"691","Canberra",2004-03-27,"0","0"
"692","Darwin",2004-03-27,"0","0"
"693","Hobart",2004-03-27,"0","0"
"694","Melbourne",2004-03-27,"0","0"
"695","Perth",2004-03-27,"0","0"
"696","Sydney",2004-03-27,"0","0"
"697","Adelaide",2004-03-28,"0","0"
"698","Brisbane",2004-03-28,"0","0"
"699","Canberra",2004-03-28,"0","0"
"700","Darwin",2004-03-28,"0","0"
"701","Hobart",2004-03-28,"0","0"
"702","Melbourne",2004-03-28,"0","0"
"703","Perth",2004-03-28,"0","0"
"704","Sydney",2004-03-28,"0","0"
"705","Adelaide",2004-03-29,"0","0"
"706","Brisbane",2004-03-29,"0","0"
"707","Canberra",2004-03-29,"0","0"
"708","Darwin",2004-03-29,"0","0"
"709","Hobart",2004-03-29,"0","0"
"710","Melbourne",2004-03-29,"0","0"
"711","Perth",2004-03-29,"0","0"
"712","Sydney",2004-03-29,"0","0"
"713","Adelaide",2004-03-30,"0","0"
"714","Brisbane",2004-03-30,"0","0"
"715","Canberra",2004-03-30,"0","0"
"716","Darwin",2004-03-30,"0","0"
"717","Hobart",2004-03-30,"0","0"
"718","Melbourne",2004-03-30,"0","0"
"719","Perth",2004-03-30,"0","0"
"720","Sydney",2004-03-30,"0","0"
"721","Adelaide",2004-03-31,"0","0"
"722","Brisbane",2004-03-31,"0","0"
"723","Canberra",2004-03-31,"0","0"
"724","Darwin",2004-03-31,"0","0"
"725","Hobart",2004-03-31,"0","0"
"726","Melbourne",2004-03-31,"0","0"
"727","Perth",2004-03-31,"0","0"
"728","Sydney",2004-03-31,"0","0"
"729","Adelaide",2004-04-01,"0","0"
"730","Brisbane",2004-04-01,"0","0"
"731","Canberra",2004-04-01,"0","0"
"732","Darwin",2004-04-01,"0","0"
"733","Hobart",2004-04-01,"0","0"
"734","Melbourne",2004-04-01,"0","0"
"735","Perth",2004-04-01,"0","0"
"736","Sydney",2004-04-01,"0","0"
"737","Adelaide",2004-04-02,"0","0"
"738","Brisbane",2004-04-02,"0","0"
"739","Canberra",2004-04-02,"0","0"
"740","Darwin",2004-04-02,"0","0"
"741","Hobart",2004-04-02,"0","0"
"742","Melbourne",2004-04-02,"1","1"
"743","Perth",2004-04-02,"0","0"
"744","Sydney",2004-04-02,"0","0"
"745","Adelaide",2004-04-03,"0","0"
"746","Brisbane",2004-04-03,"0","0"
"747","Canberra",2004-04-03,"0","0"
"748","Darwin",2004-04-03,"1","1"
"749","Hobart",2004-04-03,"0","0"
"750","Melbourne",2004-04-03,"1","1"
"751","Perth",2004-04-03,"0","0"
"752","Sydney",2004-04-03,"0","0"
"753","Adelaide",2004-04-04,"0","0"
"754","Brisbane",2004-04-04,"0","0"
"755","Canberra",2004-04-04,"0","0"
"756","Darwin",2004-04-04,"1","1"
"757","Hobart",2004-04-04,"0","0"
"758","Melbourne",2004-04-04,"1","1"
"759","Perth",2004-04-04,"0","0"
"760","Sydney",2004-04-04,"0","0"
"761","Adelaide",2004-04-05,"0","0"
"762","Brisbane",2004-04-05,"0","0"
"763","Canberra",2004-04-05,"0","0"
"764","Darwin",2004-04-05,"1","1"
"765","Hobart",2004-04-05,"0","0"
"766","Melbourne",2004-04-05,"1","1"
"767","Perth",2004-04-05,"0","0"
"768","Sydney",2004-04-05,"0","0"
"769","Adelaide",2004-04-06,"0","0"
"770","Brisbane",2004-04-06,"0","0"
"771","Canberra",2004-04-06,"0","0"
"772","Darwin",2004-04-06,"1","1"
"773","Hobart",2004-04-06,"0","0"
"774","Melbourne",2004-04-06,"1","1"
"775","Perth",2004-04-06,"0","0"
"776","Sydney",2004-04-06,"0","0"
"777","Adelaide",2004-04-07,"0","0"
"778","Brisbane",2004-04-07,"0","0"
"779","Canberra",2004-04-07,"0","0"
"780","Darwin",2004-04-07,"1","1"
"781","Hobart",2004-04-07,"0","0"
"782","Melbourne",2004-04-07,"1","1"
"783","Perth",2004-04-07,"0","0"
"784","Sydney",2004-04-07,"0","0"
"785","Adelaide",2004-04-08,"0","0"
"786","Brisbane",2004-04-08,"0","0"
"787","Canberra",2004-04-08,"0","0"
"788","Darwin",2004-04-08,"1","1"
"789","Hobart",2004-04-08,"0","0"
"790","Melbourne",2004-04-08,"1","1"
"791","Perth",2004-04-08,"0","0"
"792","Sydney",2004-04-08,"0","0"
"793","Adelaide",2004-04-09,"1","1"
"794","Brisbane",2004-04-09,"1","1"
"795","Canberra",2004-04-09,"1","1"
"796","Darwin",2004-04-09,"1","1"
"797","Hobart",2004-04-09,"1","1"
"798","Melbourne",2004-04-09,"1","1"
"799","Perth",2004-04-09,"1","1"
"800","Sydney",2004-04-09,"1","1"
"801","Adelaide",2004-04-10,"1","1"
"802","Brisbane",2004-04-10,"1","1"
"803","Canberra",2004-04-10,"1","1"
"804","Darwin",2004-04-10,"1","1"
"805","Hobart",2004-04-10,"1","1"
"806","Melbourne",2004-04-10,"1","1"
"807","Perth",2004-04-10,"1","1"
"808","Sydney",2004-04-10,"1","1"
"809","Adelaide",2004-04-11,"1","1"
"810","Brisbane",2004-04-11,"1","1"
"811","Canberra",2004-04-11,"1","1"
"812","Darwin",2004-04-11,"1","1"
"813","Hobart",2004-04-11,"1","1"
"814","Melbourne",2004-04-11,"1","1"
"815","Perth",2004-04-11,"1","1"
"816","Sydney",2004-04-11,"1","1"
"817","Adelaide",2004-04-12,"1","1"
"818","Brisbane",2004-04-12,"1","1"
"819","Canberra",2004-04-12,"1","1"
"820","Darwin",2004-04-12,"1","1"
"821","Hobart",2004-04-12,"1","1"
"822","Melbourne",2004-04-12,"1","1"
"823","Perth",2004-04-12,"1","1"
"824","Sydney",2004-04-12,"1","1"
"825","Adelaide",2004-04-13,"1","1"
"826","Brisbane",2004-04-13,"1","1"
"827","Canberra",2004-04-13,"1","1"
"828","Darwin",2004-04-13,"0","0"
"829","Hobart",2004-04-13,"0","0"
"830","Melbourne",2004-04-13,"1","1"
"831","Perth",2004-04-13,"1","1"
"832","Sydney",2004-04-13,"1","1"
"833","Adelaide",2004-04-14,"1","1"
"834","Brisbane",2004-04-14,"1","1"
"835","Canberra",2004-04-14,"1","1"
"836","Darwin",2004-04-14,"0","0"
"837","Hobart",2004-04-14,"0","0"
"838","Melbourne",2004-04-14,"1","1"
"839","Perth",2004-04-14,"1","1"
"840","Sydney",2004-04-14,"1","1"
"841","Adelaide",2004-04-15,"1","1"
"842","Brisbane",2004-04-15,"1","1"
"843","Canberra",2004-04-15,"1","1"
"844","Darwin",2004-04-15,"0","0"
"845","Hobart",2004-04-15,"0","0"
"846","Melbourne",2004-04-15,"1","1"
"847","Perth",2004-04-15,"1","1"
"848","Sydney",2004-04-15,"1","1"
"849","Adelaide",2004-04-16,"1","1"
"850","Brisbane",2004-04-16,"1","1"
"851","Canberra",2004-04-16,"1","1"
"852","Darwin",2004-04-16,"0","0"
"853","Hobart",2004-04-16,"0","0"
"854","Melbourne",2004-04-16,"1","1"
"855","Perth",2004-04-16,"1","1"
"856","Sydney",2004-04-16,"1","1"
"857","Adelaide",2004-04-17,"1","1"
"858","Brisbane",2004-04-17,"1","1"
"859","Canberra",2004-04-17,"1","1"
"860","Darwin",2004-04-17,"0","0"
"861","Hobart",2004-04-17,"0","0"
"862","Melbourne",2004-04-17,"1","1"
"863","Perth",2004-04-17,"1","1"
"864","Sydney",2004-04-17,"1","1"
"865","Adelaide",2004-04-18,"1","1"
"866","Brisbane",2004-04-18,"1","1"
"867","Canberra",2004-04-18,"1","1"
"868","Darwin",2004-04-18,"0","0"
"869","Hobart",2004-04-18,"0","0"
"870","Melbourne",2004-04-18,"1","1"
"871","Perth",2004-04-18,"1","1"
"872","Sydney",2004-04-18,"1","1"
"873","Adelaide",2004-04-19,"1","1"
"874","Brisbane",2004-04-19,"1","1"
"875","Canberra",2004-04-19,"1","1"
"876","Darwin",2004-04-19,"0","0"
"877","Hobart",2004-04-19,"0","0"
"878","Melbourne",2004-04-19,"0","0"
"879","Perth",2004-04-19,"1","1"
"880","Sydney",2004-04-19,"1","1"
"881","Adelaide",2004-04-20,"1","1"
"882","Brisbane",2004-04-20,"0","0"
"883","Canberra",2004-04-20,"1","1"
"884","Darwin",2004-04-20,"0","0"
"885","Hobart",2004-04-20,"0","0"
"886","Melbourne",2004-04-20,"0","0"
"887","Perth",2004-04-20,"1","1"
"888","Sydney",2004-04-20,"1","1"
"889","Adelaide",2004-04-21,"1","1"
"890","Brisbane",2004-04-21,"0","0"
"891","Canberra",2004-04-21,"1","1"
"892","Darwin",2004-04-21,"0","0"
"893","Hobart",2004-04-21,"0","0"
"894","Melbourne",2004-04-21,"0","0"
"895","Perth",2004-04-21,"1","1"
"896","Sydney",2004-04-21,"1","1"
"897","Adelaide",2004-04-22,"1","1"
"898","Brisbane",2004-04-22,"0","0"
"899","Canberra",2004-04-22,"1","1"
"900","Darwin",2004-04-22,"0","0"
"901","Hobart",2004-04-22,"0","0"
"902","Melbourne",2004-04-22,"0","0"
"903","Perth",2004-04-22,"1","1"
"904","Sydney",2004-04-22,"1","1"
"905","Adelaide",2004-04-23,"1","1"
"906","Brisbane",2004-04-23,"0","0"
"907","Canberra",2004-04-23,"1","1"
"908","Darwin",2004-04-23,"0","0"
"909","Hobart",2004-04-23,"0","0"
"910","Melbourne",2004-04-23,"0","0"
"911","Perth",2004-04-23,"1","1"
"912","Sydney",2004-04-23,"1","1"
"913","Adelaide",2004-04-24,"1","1"
"914","Brisbane",2004-04-24,"0","0"
"915","Canberra",2004-04-24,"1","1"
"916","Darwin",2004-04-24,"0","0"
"917","Hobart",2004-04-24,"0","0"
"918","Melbourne",2004-04-24,"0","0"
"919","Perth",2004-04-24,"1","1"
"920","Sydney",2004-04-24,"1","1"
"921","Adelaide",2004-04-25,"1","1"
"922","Brisbane",2004-04-25,"0","0"
"923","Canberra",2004-04-25,"1","1"
"924","Darwin",2004-04-25,"0","0"
"925","Hobart",2004-04-25,"0","0"
"926","Melbourne",2004-04-25,"0","0"
"927","Perth",2004-04-25,"1","1"
"928","Sydney",2004-04-25,"1","1"
"929","Adelaide",2004-04-26,"1","1"
"930","Brisbane",2004-04-26,"0","0"
"931","Canberra",2004-04-26,"1","1"
"932","Darwin",2004-04-26,"0","0"
"933","Hobart",2004-04-26,"0","0"
"934","Melbourne",2004-04-26,"0","0"
"935","Perth",2004-04-26,"1","1"
"936","Sydney",2004-04-26,"1","1"
"937","Adelaide",2004-04-27,"0","0"
"938","Brisbane",2004-04-27,"0","0"
"939","Canberra",2004-04-27,"0","0"
"940","Darwin",2004-04-27,"0","0"
"941","Hobart",2004-04-27,"0","0"
"942","Melbourne",2004-04-27,"0","0"
"943","Perth",2004-04-27,"0","0"
"944","Sydney",2004-04-27,"0","0"
"945","Adelaide",2004-04-28,"0","0"
"946","Brisbane",2004-04-28,"0","0"
"947","Canberra",2004-04-28,"0","0"
"948","Darwin",2004-04-28,"0","0"
"949","Hobart",2004-04-28,"0","0"
"950","Melbourne",2004-04-28,"0","0"
"951","Perth",2004-04-28,"0","0"
"952","Sydney",2004-04-28,"0","0"
"953","Adelaide",2004-04-29,"0","0"
"954","Brisbane",2004-04-29,"0","0"
"955","Canberra",2004-04-29,"0","0"
"956","Darwin",2004-04-29,"0","0"
"957","Hobart",2004-04-29,"0","0"
"958","Melbourne",2004-04-29,"0","0"
"959","Perth",2004-04-29,"0","0"
"960","Sydney",2004-04-29,"0","0"
"961","Adelaide",2004-04-30,"0","0"
"962","Brisbane",2004-04-30,"0","0"
"963","Canberra",2004-04-30,"0","0"
"964","Darwin",2004-04-30,"0","0"
"965","Hobart",2004-04-30,"0","0"
"966","Melbourne",2004-04-30,"0","0"
"967","Perth",2004-04-30,"0","0"
"968","Sydney",2004-04-30,"0","0"
"969","Adelaide",2004-05-01,"0","0"
"970","Brisbane",2004-05-01,"0","0"
"971","Canberra",2004-05-01,"0","0"
"972","Darwin",2004-05-01,"0","0"
"973","Hobart",2004-05-01,"0","0"
"974","Melbourne",2004-05-01,"0","0"
"975","Perth",2004-05-01,"0","0"
"976","Sydney",2004-05-01,"0","0"
"977","Adelaide",2004-05-02,"0","0"
"978","Brisbane",2004-05-02,"0","0"
"979","Canberra",2004-05-02,"0","0"
"980","Darwin",2004-05-02,"0","0"
"981","Hobart",2004-05-02,"0","0"
"982","Melbourne",2004-05-02,"0","0"
"983","Perth",2004-05-02,"0","0"
"984","Sydney",2004-05-02,"0","0"
"985","Adelaide",2004-05-03,"0","0"
"986","Brisbane",2004-05-03,"0","0"
"987","Canberra",2004-05-03,"0","0"
"988","Darwin",2004-05-03,"0","0"
"989","Hobart",2004-05-03,"0","0"
"990","Melbourne",2004-05-03,"0","0"
"991","Perth",2004-05-03,"0","0"
"992","Sydney",2004-05-03,"0","0"
"993","Adelaide",2004-05-04,"0","0"
"994","Brisbane",2004-05-04,"0","0"
"995","Canberra",2004-05-04,"0","0"
"996","Darwin",2004-05-04,"0","0"
"997","Hobart",2004-05-04,"0","0"
"998","Melbourne",2004-05-04,"0","0"
"999","Perth",2004-05-04,"0","0"
"1000","Sydney",2004-05-04,"0","0"
"1001","Adelaide",2004-05-05,"0","0"
"1002","Brisbane",2004-05-05,"0","0"
"1003","Canberra",2004-05-05,"0","0"
"1004","Darwin",2004-05-05,"0","0"
"1005","Hobart",2004-05-05,"0","0"
"1006","Melbourne",2004-05-05,"0","0"
"1007","Perth",2004-05-05,"0","0"
"1008","Sydney",2004-05-05,"0","0"
"1009","Adelaide",2004-05-06,"0","0"
"1010","Brisbane",2004-05-06,"0","0"
"1011","Canberra",2004-05-06,"0","0"
"1012","Darwin",2004-05-06,"0","0"
"1013","Hobart",2004-05-06,"0","0"
"1014","Melbourne",2004-05-06,"0","0"
"1015","Perth",2004-05-06,"0","0"
"1016","Sydney",2004-05-06,"0","0"
"1017","Adelaide",2004-05-07,"0","0"
"1018","Brisbane",2004-05-07,"0","0"
"1019","Canberra",2004-05-07,"0","0"
"1020","Darwin",2004-05-07,"0","0"
"1021","Hobart",2004-05-07,"0","0"
"1022","Melbourne",2004-05-07,"0","0"
"1023","Perth",2004-05-07,"0","0"
"1024","Sydney",2004-05-07,"0","0"
"1025","Adelaide",2004-05-08,"0","0"
"1026","Brisbane",2004-05-08,"0","0"
"1027","Canberra",2004-05-08,"0","0"
"1028","Darwin",2004-05-08,"0","0"
"1029","Hobart",2004-05-08,"0","0"
"1030","Melbourne",2004-05-08,"0","0"
"1031","Perth",2004-05-08,"0","0"
"1032","Sydney",2004-05-08,"0","0"
"1033","Adelaide",2004-05-09,"0","0"
"1034","Brisbane",2004-05-09,"0","0"
"1035","Canberra",2004-05-09,"0","0"
"1036","Darwin",2004-05-09,"0","0"
"1037","Hobart",2004-05-09,"0","0"
"1038","Melbourne",2004-05-09,"0","0"
"1039","Perth",2004-05-09,"0","0"
"1040","Sydney",2004-05-09,"0","0"
"1041","Adelaide",2004-05-10,"0","0"
"1042","Brisbane",2004-05-10,"0","0"
"1043","Canberra",2004-05-10,"0","0"
"1044","Darwin",2004-05-10,"0","0"
"1045","Hobart",2004-05-10,"0","0"
"1046","Melbourne",2004-05-10,"0","0"
"1047","Perth",2004-05-10,"0","0"
"1048","Sydney",2004-05-10,"0","0"
"1049","Adelaide",2004-05-11,"0","0"
"1050","Brisbane",2004-05-11,"0","0"
"1051","Canberra",2004-05-11,"0","0"
"1052","Darwin",2004-05-11,"0","0"
"1053","Hobart",2004-05-11,"0","0"
"1054","Melbourne",2004-05-11,"0","0"
"1055","Perth",2004-05-11,"0","0"
"1056","Sydney",2004-05-11,"0","0"
"1057","Adelaide",2004-05-12,"0","0"
"1058","Brisbane",2004-05-12,"0","0"
"1059","Canberra",2004-05-12,"0","0"
"1060","Darwin",2004-05-12,"0","0"
"1061","Hobart",2004-05-12,"0","0"
"1062","Melbourne",2004-05-12,"0","0"
"1063","Perth",2004-05-12,"0","0"
"1064","Sydney",2004-05-12,"0","0"
"1065","Adelaide",2004-05-13,"0","0"
"1066","Brisbane",2004-05-13,"0","0"
"1067","Canberra",2004-05-13,"0","0"
"1068","Darwin",2004-05-13,"0","0"
"1069","Hobart",2004-05-13,"0","0"
"1070","Melbourne",2004-05-13,"0","0"
"1071","Perth",2004-05-13,"0","0"
"1072","Sydney",2004-05-13,"0","0"
"1073","Adelaide",2004-05-14,"0","0"
"1074","Brisbane",2004-05-14,"0","0"
"1075","Canberra",2004-05-14,"0","0"
"1076","Darwin",2004-05-14,"0","0"
"1077","Hobart",2004-05-14,"0","0"
"1078","Melbourne",2004-05-14,"0","0"
"1079","Perth",2004-05-14,"0","0"
"1080","Sydney",2004-05-14,"0","0"
"1081","Adelaide",2004-05-15,"0","0"
"1082","Brisbane",2004-05-15,"0","0"
"1083","Canberra",2004-05-15,"0","0"
"1084","Darwin",2004-05-15,"0","0"
"1085","Hobart",2004-05-15,"0","0"
"1086","Melbourne",2004-05-15,"0","0"
"1087","Perth",2004-05-15,"0","0"
"1088","Sydney",2004-05-15,"0","0"
"1089","Adelaide",2004-05-16,"0","0"
"1090","Brisbane",2004-05-16,"0","0"
"1091","Canberra",2004-05-16,"0","0"
"1092","Darwin",2004-05-16,"0","0"
"1093","Hobart",2004-05-16,"0","0"
"1094","Melbourne",2004-05-16,"0","0"
"1095","Perth",2004-05-16,"0","0"
"1096","Sydney",2004-05-16,"0","0"
"1097","Adelaide",2004-05-17,"0","0"
"1098","Brisbane",2004-05-17,"0","0"
"1099","Canberra",2004-05-17,"0","0"
"1100","Darwin",2004-05-17,"0","0"
"1101","Hobart",2004-05-17,"0","0"
"1102","Melbourne",2004-05-17,"0","0"
"1103","Perth",2004-05-17,"0","0"
"1104","Sydney",2004-05-17,"0","0"
"1105","Adelaide",2004-05-18,"0","0"
"1106","Brisbane",2004-05-18,"0","0"
"1107","Canberra",2004-05-18,"0","0"
"1108","Darwin",2004-05-18,"0","0"
"1109","Hobart",2004-05-18,"0","0"
"1110","Melbourne",2004-05-18,"0","0"
"1111","Perth",2004-05-18,"0","0"
"1112","Sydney",2004-05-18,"0","0"
"1113","Adelaide",2004-05-19,"0","0"
"1114","Brisbane",2004-05-19,"0","0"
"1115","Canberra",2004-05-19,"0","0"
"1116","Darwin",2004-05-19,"0","0"
"1117","Hobart",2004-05-19,"0","0"
"1118","Melbourne",2004-05-19,"0","0"
"1119","Perth",2004-05-19,"0","0"
"1120","Sydney",2004-05-19,"0","0"
"1121","Adelaide",2004-05-20,"0","0"
"1122","Brisbane",2004-05-20,"0","0"
"1123","Canberra",2004-05-20,"0","0"
"1124","Darwin",2004-05-20,"0","0"
"1125","Hobart",2004-05-20,"0","0"
"1126","Melbourne",2004-05-20,"0","0"
"1127","Perth",2004-05-20,"0","0"
"1128","Sydney",2004-05-20,"0","0"
"1129","Adelaide",2004-05-21,"0","0"
"1130","Brisbane",2004-05-21,"0","0"
"1131","Canberra",2004-05-21,"0","0"
"1132","Darwin",2004-05-21,"0","0"
"1133","Hobart",2004-05-21,"0","0"
"1134","Melbourne",2004-05-21,"0","0"
"1135","Perth",2004-05-21,"0","0"
"1136","Sydney",2004-05-21,"0","0"
"1137","Adelaide",2004-05-22,"0","0"
"1138","Brisbane",2004-05-22,"0","0"
"1139","Canberra",2004-05-22,"0","0"
"1140","Darwin",2004-05-22,"0","0"
"1141","Hobart",2004-05-22,"0","0"
"1142","Melbourne",2004-05-22,"0","0"
"1143","Perth",2004-05-22,"0","0"
"1144","Sydney",2004-05-22,"0","0"
"1145","Adelaide",2004-05-23,"0","0"
"1146","Brisbane",2004-05-23,"0","0"
"1147","Canberra",2004-05-23,"0","0"
"1148","Darwin",2004-05-23,"0","0"
"1149","Hobart",2004-05-23,"0","0"
"1150","Melbourne",2004-05-23,"0","0"
"1151","Perth",2004-05-23,"0","0"
"1152","Sydney",2004-05-23,"0","0"
"1153","Adelaide",2004-05-24,"0","0"
"1154","Brisbane",2004-05-24,"0","0"
"1155","Canberra",2004-05-24,"0","0"
"1156","Darwin",2004-05-24,"0","0"
"1157","Hobart",2004-05-24,"0","0"
"1158","Melbourne",2004-05-24,"0","0"
"1159","Perth",2004-05-24,"0","0"
"1160","Sydney",2004-05-24,"0","0"
"1161","Adelaide",2004-05-25,"0","0"
"1162","Brisbane",2004-05-25,"0","0"
"1163","Canberra",2004-05-25,"0","0"
"1164","Darwin",2004-05-25,"0","0"
"1165","Hobart",2004-05-25,"0","0"
"1166","Melbourne",2004-05-25,"0","0"
"1167","Perth",2004-05-25,"0","0"
"1168","Sydney",2004-05-25,"0","0"
"1169","Adelaide",2004-05-26,"0","0"
"1170","Brisbane",2004-05-26,"0","0"
"1171","Canberra",2004-05-26,"0","0"
"1172","Darwin",2004-05-26,"0","0"
"1173","Hobart",2004-05-26,"0","0"
"1174","Melbourne",2004-05-26,"0","0"
"1175","Perth",2004-05-26,"0","0"
"1176","Sydney",2004-05-26,"0","0"
"1177","Adelaide",2004-05-27,"0","0"
"1178","Brisbane",2004-05-27,"0","0"
"1179","Canberra",2004-05-27,"0","0"
"1180","Darwin",2004-05-27,"0","0"
"1181","Hobart",2004-05-27,"0","0"
"1182","Melbourne",2004-05-27,"0","0"
"1183","Perth",2004-05-27,"0","0"
"1184","Sydney",2004-05-27,"0","0"
"1185","Adelaide",2004-05-28,"0","0"
"1186","Brisbane",2004-05-28,"0","0"
"1187","Canberra",2004-05-28,"0","0"
"1188","Darwin",2004-05-28,"0","0"
"1189","Hobart",2004-05-28,"0","0"
"1190","Melbourne",2004-05-28,"0","0"
"1191","Perth",2004-05-28,"0","0"
"1192","Sydney",2004-05-28,"0","0"
"1193","Adelaide",2004-05-29,"0","0"
"1194","Brisbane",2004-05-29,"0","0"
"1195","Canberra",2004-05-29,"0","0"
"1196","Darwin",2004-05-29,"0","0"
"1197","Hobart",2004-05-29,"0","0"
"1198","Melbourne",2004-05-29,"0","0"
"1199","Perth",2004-05-29,"0","0"
"1200","Sydney",2004-05-29,"0","0"
"1201","Adelaide",2004-05-30,"0","0"
"1202","Brisbane",2004-05-30,"0","0"
"1203","Canberra",2004-05-30,"0","0"
"1204","Darwin",2004-05-30,"0","0"
"1205","Hobart",2004-05-30,"0","0"
"1206","Melbourne",2004-05-30,"0","0"
"1207","Perth",2004-05-30,"0","0"
"1208","Sydney",2004-05-30,"0","0"
"1209","Adelaide",2004-05-31,"0","0"
"1210","Brisbane",2004-05-31,"0","0"
"1211","Canberra",2004-05-31,"0","0"
"1212","Darwin",2004-05-31,"0","0"
"1213","Hobart",2004-05-31,"0","0"
"1214","Melbourne",2004-05-31,"0","0"
"1215","Perth",2004-05-31,"0","0"
"1216","Sydney",2004-05-31,"0","0"
"1217","Adelaide",2004-06-01,"0","0"
"1218","Brisbane",2004-06-01,"0","0"
"1219","Canberra",2004-06-01,"0","0"
"1220","Darwin",2004-06-01,"0","0"
"1221","Hobart",2004-06-01,"0","0"
"1222","Melbourne",2004-06-01,"0","0"
"1223","Perth",2004-06-01,"0","0"
"1224","Sydney",2004-06-01,"0","0"
"1225","Adelaide",2004-06-02,"0","0"
"1226","Brisbane",2004-06-02,"0","0"
"1227","Canberra",2004-06-02,"0","0"
"1228","Darwin",2004-06-02,"0","0"
"1229","Hobart",2004-06-02,"0","0"
"1230","Melbourne",2004-06-02,"0","0"
"1231","Perth",2004-06-02,"0","0"
"1232","Sydney",2004-06-02,"0","0"
"1233","Adelaide",2004-06-03,"0","0"
"1234","Brisbane",2004-06-03,"0","0"
"1235","Canberra",2004-06-03,"0","0"
"1236","Darwin",2004-06-03,"0","0"
"1237","Hobart",2004-06-03,"0","0"
"1238","Melbourne",2004-06-03,"0","0"
"1239","Perth",2004-06-03,"0","0"
"1240","Sydney",2004-06-03,"0","0"
"1241","Adelaide",2004-06-04,"0","0"
"1242","Brisbane",2004-06-04,"0","0"
"1243","Canberra",2004-06-04,"0","0"
"1244","Darwin",2004-06-04,"0","0"
"1245","Hobart",2004-06-04,"0","0"
"1246","Melbourne",2004-06-04,"0","0"
"1247","Perth",2004-06-04,"0","0"
"1248","Sydney",2004-06-04,"0","0"
"1249","Adelaide",2004-06-05,"0","0"
"1250","Brisbane",2004-06-05,"0","0"
"1251","Canberra",2004-06-05,"0","0"
"1252","Darwin",2004-06-05,"0","0"
"1253","Hobart",2004-06-05,"1","2"
"1254","Melbourne",2004-06-05,"0","0"
"1255","Perth",2004-06-05,"0","0"
"1256","Sydney",2004-06-05,"0","0"
"1257","Adelaide",2004-06-06,"0","0"
"1258","Brisbane",2004-06-06,"0","0"
"1259","Canberra",2004-06-06,"0","0"
"1260","Darwin",2004-06-06,"0","0"
"1261","Hobart",2004-06-06,"1","2"
"1262","Melbourne",2004-06-06,"0","0"
"1263","Perth",2004-06-06,"0","0"
"1264","Sydney",2004-06-06,"0","0"
"1265","Adelaide",2004-06-07,"0","0"
"1266","Brisbane",2004-06-07,"0","0"
"1267","Canberra",2004-06-07,"0","0"
"1268","Darwin",2004-06-07,"0","0"
"1269","Hobart",2004-06-07,"1","2"
"1270","Melbourne",2004-06-07,"0","0"
"1271","Perth",2004-06-07,"0","0"
"1272","Sydney",2004-06-07,"0","0"
"1273","Adelaide",2004-06-08,"0","0"
"1274","Brisbane",2004-06-08,"0","0"
"1275","Canberra",2004-06-08,"0","0"
"1276","Darwin",2004-06-08,"0","0"
"1277","Hobart",2004-06-08,"1","2"
"1278","Melbourne",2004-06-08,"0","0"
"1279","Perth",2004-06-08,"0","0"
"1280","Sydney",2004-06-08,"0","0"
